title,totalScore,reviewsCount,street,city,website,phone,url,categoryName,Instagram,Tiktok,Facebook,YT,Jumlah OTA,Status,jumlah_sosmed_ota,kategori,kategori_ota,has_website,has_phone,cluster,tier
Bali Beach Hotel - Sanur,4.4,8739,Jl. Hang Tuah Mezzanine Floor,Denpasar City,http://balibeachsanur.com/,62 361 2012000,https://www.google.com/maps/search/?api=1&query=Bali%20Beach%20Hotel%20-%20Sanur&query_place_id=ChIJX-ANbzdA0i0Riu3SFAnOZkU,Hotel,True,True,True,False,10,UDA DI CEK,13,Tinggi,Sedang,1,1,0,1
Bali Bustle Mertanadi Co-working and Co-living Space,4.4,18,Jl. Merta Nadi No.23,Badung Regency,http://balibustle.com/,62 878-6182-9035,https://www.google.com/maps/search/?api=1&query=Bali%20Bustle%20Mertanadi%20Co-working%20and%20Co-living%20Space&query_place_id=ChIJ21mvYF9H0i0RyDzZk_BbXzw,Hotel,True,True,False,True,4,UDA DI CEK,7,Sedang,Rendah,1,1,0,1
Bali Caps Hostel,4.4,265,Jl. Bypass Ngurah Rai No.9a,Badung Regency,https://live.ipms247.com/booking/book-rooms-kutacubehostel-lf,62 813-9482-2777,https://www.google.com/maps/search/?api=1&query=Bali%20Caps%20Hostel&query_place_id=ChIJn68pZ7JG0i0RIrKzcmq6qzI,Hostel,True,False,False,True,7,UDA DI CEK,9,Sedang,Sedang,1,1,0,1
Bali DD Homestay seminyak,4.4,100,Jl. Kayu Aya No.150,Badung Regency,https://www.baliddhomestay.com/,62 895-3859-31821,https://www.google.com/maps/search/?api=1&query=Bali%20DD%20Homestay%20seminyak&query_place_id=ChIJHXnskqtH0i0R5gXwXxxGX7c,Hotel,True,True,False,False,8,UDA DI CEK,10,Sedang,Sedang,1,1,0,1
Bali Garden Beach Resort,4.4,1921,Jl. Dewi Sartika,Badung Regency,https://www.baligardenbeachresort.com/,62 361 752725,https://www.google.com/maps/search/?api=1&query=Bali%20Garden%20Beach%20Resort&query_place_id=ChIJ_yTPsKNG0i0Rifqxje5GuuY,Hotel,True,True,True,False,7,uda di cek,10,Sedang,Sedang,1,1,0,1
Balitis Homestay,4.4,62,Jl. Majapahit No.10X,Badung Regency,,62 878-6239-4899,https://www.google.com/maps/search/?api=1&query=Balitis%20Homestay&query_place_id=ChIJefZsCbdG0i0RTuOJFlHbPpY,Villa,True,False,True,False,2,uda di cek,4,Rendah,Rendah,0,1,1,3
Bintang Bali Resort,4.4,3247,Jl. Kartika Plaza,Badung Regency,https://bintang-bali-hotel.com/,62 361 753292,https://www.google.com/maps/search/?api=1&query=Bintang%20Bali%20Resort&query_place_id=ChIJM89iHLVH0i0RNeQhXuLxYQM,Resort hotel,True,True,True,False,12,uda di cek,15,Tinggi,Sedang,1,1,0,1
Bintang Kuta Hotel,4.4,2077,Jl. Kartika Plaza,Badung Regency,http://www.bintangkutahotelbali.com/,62 361 8465710,https://www.google.com/maps/search/?api=1&query=Bintang%20Kuta%20Hotel&query_place_id=ChIJOWhj6h9E0i0RW1UcrEgA89g,Hotel,True,True,True,False,8,uda di cek,11,Sedang,Sedang,1,1,0,1
Bliss Surfer Hotel Legian Bali,4.4,2157,Jl. Sriwijaya No.88,Badung Regency,http://booking.blisssurferhotellegian.com/en/offers?utm_source=Googlemybusiness,62 361 767222,https://www.google.com/maps/search/?api=1&query=Bliss%20Surfer%20Hotel%20Legian%20Bali&query_place_id=ChIJ9f5sJcRG0i0R62SsI9TPkeo,Hotel,True,True,True,False,14,UDA DI CEK,17,Tinggi,Tinggi,1,1,0,1
BLoO Hotel,4.4,1475,Jl. Dewi Sri No.11 A,Badung Regency,http://www.bloobali.com/,62 361 761910,https://www.google.com/maps/search/?api=1&query=BLoO%20Hotel&query_place_id=ChIJd6U5Mc9G0i0RGPJbWwwMxgc,Hotel,True,True,False,False,9,UDA DI CEK,11,Sedang,Sedang,1,1,0,1
Blue Marlin Villas,4.4,49,Jl. Campuhan II,Badung Regency,http://www.blue-marlin-bali.com/,62 821-4444-4094,https://www.google.com/maps/search/?api=1&query=Blue%20Marlin%20Villas&query_place_id=ChIJ-4Dg5tpG0i0R92WfnzH_IPQ,Hotel,True,False,True,False,7,UDA DI CEK,9,Sedang,Sedang,1,1,0,1
Capital O 91410 Matara Kuta Residence,4.4,28,"9, Gg. Mawar No.9",Badung Regency,https://www.oyorooms.com/h/186898?utm_source=Google_gmb_ID&utm_medium=Organic&utm_campaign=ID_BLI369&latitude=-8.73129&longitude=115.1753&locale=id,62 878-6011-3110,https://www.google.com/maps/search/?api=1&query=Capital%20O%2091410%20Matara%20Kuta%20Residence&query_place_id=ChIJfyQPzKdG0i0ReApxdQqjGc4,Hotel,True,False,True,True,9,UDA DI CEK,12,Sedang,Sedang,1,1,0,1
Casa Wina Kuta by The Wina Resorts,4.4,232,Jl. Pantai Kuta,Badung Regency,https://casawinakuta.com/,62 361 9599020,https://www.google.com/maps/search/?api=1&query=Casa%20Wina%20Kuta%20by%20The%20Wina%20Resorts&query_place_id=ChIJwfX0F55H0i0RJi_alVuXrsQ,Hotel,True,True,True,False,8,UDA DI CEK,11,Sedang,Sedang,1,1,0,1
Cempaka Bali House,4.4,16,Jl. Batas Kangin No.12,Badung Regency,,62 812-3993-799,https://www.google.com/maps/search/?api=1&query=Cempaka%20Bali%20House&query_place_id=ChIJw2awuWRE0i0RjnoWokx63es,Guest house,False,False,True,False,5,UDA DI CEK,6,Rendah,Rendah,0,1,1,3
CLOSE PROP,4.4,104,Jl. Dewi Sri IV No.5,Badung Regency,https://www.tanjunglimaseminyakvillas.com/,62 896-8000-0788,https://www.google.com/maps/search/?api=1&query=CLOSE%20PROP&query_place_id=ChIJX_zuqttG0i0R6Zd6W35jSG0,Hotel,False,False,True,False,1,UDA DI CEK,2,Rendah,Rendah,1,1,0,1
D’Green Nirava Kuta,4.4,140,Jl. Grand Dewi Sri No.88,Badung Regency,https://dgreenniravakuta.com/,62 811-2807-0123,https://www.google.com/maps/search/?api=1&query=D%E2%80%99Green%20Nirava%20Kuta&query_place_id=ChIJuwaHNMxH0i0RJ9_pYtrVIz0,Hotel,True,False,False,False,5,UDA DI CEK,6,Rendah,Rendah,1,1,0,1
Fame Hotel Sunset Road,4.4,2496,Jl. Sunset Road No.9,Badung Regency,https://parador-hotels.com/fame-hotel-sunset-road/,62 878-9600-0888,https://www.google.com/maps/search/?api=1&query=Fame%20Hotel%20Sunset%20Road&query_place_id=ChIJVbGrX9BG0i0RubhKAnuxOwY,Hotel,True,True,True,False,13,UDA DI CEK,16,Tinggi,Tinggi,1,1,0,1
Grand Istana Rama Hotel Kuta - Bali,4.4,2514,Jl. Pantai Kuta,Badung Regency,https://grandistanarama.com/,62 361 752208,https://www.google.com/maps/search/?api=1&query=Grand%20Istana%20Rama%20Hotel%20Kuta%20-%20Bali&query_place_id=ChIJZevwCr9G0i0R_xM2lOlums0,Hotel,True,False,True,False,15,UDA DI CEK,17,Tinggi,Tinggi,1,1,0,1
Grand Livio Kuta Hotel,4.4,1762,Jl. Dewi Sri No.17,Badung Regency,http://www.grandliviohotel.com/,62 361 8469700,https://www.google.com/maps/search/?api=1&query=Grand%20Livio%20Kuta%20Hotel&query_place_id=ChIJs8boMs9G0i0Rkn32dTl3GAc,Hotel,True,False,True,False,10,UDA DI CEK,12,Sedang,Sedang,1,1,0,1
Grand Mirage Resort & Thalasso Bali,4.4,4952,Jl. Pratama No.74,Badung Regency,https://www.grandmirage.com/,62 361 771888,https://www.google.com/maps/search/?api=1&query=Grand%20Mirage%20Resort%20%26%20Thalasso%20Bali&query_place_id=ChIJAdhbSIFA0i0RQokmGrKvhnE,Resort hotel,True,True,True,True,14,UDA DI CEK,18,Tinggi,Tinggi,1,1,0,1
Grandmas Plus Hotel Seminyak,4.4,2659,Jl. Camplung Tanduk No.99,Badung Regency,https://www.grandmashotel.com/seminyak,62 361 3000599,https://www.google.com/maps/search/?api=1&query=Grandmas%20Plus%20Hotel%20Seminyak&query_place_id=ChIJ0U9AWh5H0i0R0YuLizn-K8I,Hotel,True,True,True,True,9,UDA DI CEK,13,Tinggi,Sedang,1,1,0,1
Green Garden Hotel,4.4,374,Jl. Kartika Plaza No.9,Badung Regency,https://greenbali.com/,62 361 761023,https://www.google.com/maps/search/?api=1&query=Green%20Garden%20Hotel&query_place_id=ChIJ_yTPsKNG0i0RPk4ZBdG1S0M,Hotel,False,False,True,False,9,UDA DI CEK,10,Sedang,Sedang,1,1,0,1
Guyana Hotel,4.4,214,Jl. Bhineka Jati Jaya XI No.18,Badung Regency,http://www.guyanabali.com/,62 821-3936-4887,https://www.google.com/maps/search/?api=1&query=Guyana%20Hotel&query_place_id=ChIJEU9UxgxF0i0ReR4ES5gNkLI,Hotel,True,False,True,False,6,UDA DI CEK,8,Sedang,Rendah,1,1,0,1
HARRIS Hotel & Residence Riverview Kuta - Bali,4.4,2741,Jl. Raya Kuta No.62A,Badung Regency,https://www.discoverasr.com/en/harris/indonesia/harris-hotel-residence-riverview-kuta-bali?utm_source=google&utm_medium=gmb&utm_campaign=-google-gmb-alwayson-20220101-all-en-id-id-HRVB--&utm_content=--,62 361 761007,https://www.google.com/maps/search/?api=1&query=HARRIS%20Hotel%20%26%20Residence%20Riverview%20Kuta%20-%20Bali&query_place_id=ChIJ6REX1bBG0i0RzbN_XkvCNzA,Hotel,True,False,True,False,18,UDA DI CEK,20,Sangat tinggi,Tinggi,1,1,0,1
HARRIS Hotel Kuta Tuban - Bali,4.4,3371,Jl. Dewi Sartika,Badung Regency,https://www.discoverasr.com/en/harris/indonesia/harris-hotel-kuta-tuban-bali?utm_source=google&utm_medium=gmb&utm_campaign=-google-gmb-alwayson-20220101-all-en-id-id-HTBN--&utm_content=--,62 361 9365255,https://www.google.com/maps/search/?api=1&query=HARRIS%20Hotel%20Kuta%20Tuban%20-%20Bali&query_place_id=ChIJJ1IoKh9E0i0R1ghglkEyDvg,Hotel,True,False,True,False,18,UDA DI CEK,20,Sangat tinggi,Tinggi,1,1,0,1
Hotel Lusa,4.4,291,"Kuta, Legian, Jl. Benesari",Badung Regency,,62 877-0171-1449,https://www.google.com/maps/search/?api=1&query=Hotel%20Lusa&query_place_id=ChIJOfyh7cBG0i0RivURAVm7GSw,Resort hotel,True,True,False,True,6,UDA DI CEK,9,Sedang,Rendah,0,1,1,3
HOTEL MUTIARA MANSION,4.4,60,Jl. Imam Bonjol No.567,Denpasar City,,,https://www.google.com/maps/search/?api=1&query=HOTEL%20MUTIARA%20MANSION&query_place_id=ChIJtXFVfdJG0i0RdbVJIjFsl9Y,Hotel,False,False,True,False,6,UDA DI CEK,7,Sedang,Rendah,0,0,3,4
Hotel Nikko Bali Benoa Beach,4.4,1884,Jl. Pratama No.68X,Badung Regency,https://hotelnikkobali-benoabeach.com/,62 361 773577,https://www.google.com/maps/search/?api=1&query=Hotel%20Nikko%20Bali%20Benoa%20Beach&query_place_id=ChIJ-QGabQhD0i0RtEwiZhg9oAI,Hotel,True,True,True,True,11,UDA DI CEK,15,Tinggi,Sedang,1,1,0,1
Hotel Pondok Sari Kuta,4.4,614,Jl. Nyangnyang Sari No.7B,Badung Regency,http://pondoksarikutabali.com/,62 361 766276,https://www.google.com/maps/search/?api=1&query=Hotel%20Pondok%20Sari%20Kuta&query_place_id=ChIJHXHjJgNE0i0RvKWc8SunwmQ,Hotel,True,True,True,False,7,UDA DI CEK,10,Sedang,Sedang,1,1,0,1
Hotel Santika Kuta Bali,4.4,1637,Jl. Raya Kuta No.98,Badung Regency,https://mysantika.com/indonesia/badung/hotel-santika-kuta,62 361 764033,https://www.google.com/maps/search/?api=1&query=Hotel%20Santika%20Kuta%20Bali&query_place_id=ChIJGRKHT6BG0i0RRpnp9jrz-vo,Hotel,True,False,True,False,7,UDA DI CEK,9,Sedang,Sedang,1,1,0,1
Jimbaran Bay Beach Resort & Spa,4.4,3497,Jl. Pantai Kedonganan No.888,Badung Regency,http://jimbaranbaybeach.com/,62 361 705999,https://www.google.com/maps/search/?api=1&query=Jimbaran%20Bay%20Beach%20Resort%20%26%20Spa&query_place_id=ChIJvbSkZ2ZE0i0Rh0cDbyZMpLc,Hotel,True,True,True,False,15,UDA DI CEK,18,Tinggi,Tinggi,1,1,0,1
Kampung Cenik,4.4,295,Jl. Dewi Sri,Badung Regency,http://www.kampungcenik.com/,62 361 8947343,https://www.google.com/maps/search/?api=1&query=Kampung%20Cenik&query_place_id=ChIJd8IyfdBG0i0R-4XlHN3spys,Inn,True,True,True,False,10,UDA DI CEK,13,Tinggi,Sedang,1,1,0,1
Kedonganan Beach Villas,4.4,110,Jl. Segara Wangi No.33,Badung Regency,http://www.kedongananbeachvillas.com/,62 811-3802-280,https://www.google.com/maps/search/?api=1&query=Kedonganan%20Beach%20Villas&query_place_id=ChIJrwLqDmZE0i0RP-6oJY5FbQU,Hotel,True,False,False,False,14,UDA DI CEK,15,Tinggi,Tinggi,1,1,0,1
Legian Beach Hotel Bali,4.4,3024,Jl. Melasti,Badung Regency,http://www.legianbeachbali.com/,62 361 751711,https://www.google.com/maps/search/?api=1&query=Legian%20Beach%20Hotel%20Bali&query_place_id=ChIJ8yyYDOdG0i0Ra-NWOmBfoqE,Hotel,True,False,True,False,14,UDA DI CEK,16,Tinggi,Tinggi,1,1,0,1
Legian Village Beach Resort,4.4,8,Jl. Sahadewa No.23 C,Badung Regency,https://www.legianvillageresort.com/en/,62 361 758145,https://www.google.com/maps/search/?api=1&query=Legian%20Village%20Beach%20Resort&query_place_id=ChIJFwyLeQBH0i0RXIo4J80k0I8,Resort hotel,True,False,True,False,14,UDA DI CEK,16,Tinggi,Tinggi,1,1,0,1
Legian Village Residence,4.4,226,Jl. Shri Lakshmi No.10,Badung Regency,,,https://www.google.com/maps/search/?api=1&query=Legian%20Village%20Residence&query_place_id=ChIJdSFQ69lG0i0RiZVWJUxNtoo,Hotel,True,False,True,False,14,UDA DI CEK,16,Tinggi,Tinggi,0,0,3,4
Lumbini Luxury Villas and Spa,4.4,892,Uluwatu St No.38,Badung Regency,https://lumbinivillas.reserveonline.id/book/608,62 361 704338,https://www.google.com/maps/search/?api=1&query=Lumbini%20Luxury%20Villas%20and%20Spa&query_place_id=ChIJUaWr4olE0i0RZ_VJNwZKKJY,Villa,True,False,True,False,8,UDA DI CEK,10,Sedang,Sedang,1,1,0,1
Oki Taru Residence,4.4,71,Jl. Bypass Ngurah Rai No.17,Badung Regency,,62 857-3803-0993,https://www.google.com/maps/search/?api=1&query=Oki%20Taru%20Residence&query_place_id=ChIJt9EOA19F0i0R8ex-GG6-AzQ,Hotel,True,True,True,False,7,UDA DI CEK,10,Sedang,Sedang,0,1,1,3
OYO 393 Ara Inn Bed And Breakfast,4.4,139,"Behind Lippo Mall, Jalan Kartika Plaza, Jl. Samudra No.101X",Tuban,https://www.oyorooms.com/49314/,62 21 29707601,https://www.google.com/maps/search/?api=1&query=OYO%20393%20Ara%20Inn%20Bed%20And%20Breakfast&query_place_id=ChIJUzOHISBE0i0RfkRebgLDJLs,Hotel,True,True,True,True,8,UDA DI CEK,12,Sedang,Sedang,1,1,0,1
OYO 3950 The Ratna Hotel,4.4,16,"Near Ground Zero Memorial, Bali",Badung Regency,https://www.oyorooms.com/105621/,62 21 29707601,https://www.google.com/maps/search/?api=1&query=OYO%203950%20The%20Ratna%20Hotel&query_place_id=ChIJ9UMq6kFH0i0R-8Kc1GQJCU0,Hotel,True,True,True,True,8,UDA DI CEK,12,Sedang,Sedang,1,1,0,1
Pondok Ramayana,4.4,76,Jl. Pura Mertasari IV Jl. Sunset Road,Badung Regency,,62 877-5021-8089,https://www.google.com/maps/search/?api=1&query=Pondok%20Ramayana&query_place_id=ChIJKQUXE8tG0i0Rn0n-o8o1MnE,Hotel,False,False,False,False,6,UDA DI CEK,6,Rendah,Rendah,0,1,1,3
Prama Sanur Beach Hotel Bali,4.4,5746,Jl. Cemara,Denpasar City,http://pramahotels.com/,62 361 288011,https://www.google.com/maps/search/?api=1&query=Prama%20Sanur%20Beach%20Hotel%20Bali&query_place_id=ChIJl9NSoZVB0i0RmkW-5nyvEDI,Hotel,True,True,True,True,10,UDA DI CEK,14,Tinggi,Sedang,1,1,0,1
S18 Bali Villas,4.4,346,Jl. Dewi Sri III No.18,Badung Regency,http://s18balivillas.com/,62 361 9342118,https://www.google.com/maps/search/?api=1&query=S18%20Bali%20Villas&query_place_id=ChIJbcJDFs9G0i0RhjUjyp7bYTI,Villa,True,True,True,False,9,UDA DI CEK,12,Sedang,Sedang,1,1,0,1
Sara Residence,4.4,369,Jl. Nakula No.9,Badung Regency,http://www.sararesidence.com/,62 361 738999,https://www.google.com/maps/search/?api=1&query=Sara%20Residence&query_place_id=ChIJ-5DvPdpG0i0RNrg-SYjSJyM,Hotel,True,True,True,False,13,UDA DI CEK,16,Tinggi,Tinggi,1,1,0,1
Solia Legian Bali Hotel,4.4,2161,Jl. Sriwijaya No.16,Badung Regency,https://solialegian.com/,62 361 4752999,https://www.google.com/maps/search/?api=1&query=Solia%20Legian%20Bali%20Hotel&query_place_id=ChIJg0fsMcRG0i0RTVz3ekwuZiU,Hotel,True,True,True,False,11,UDA DI CEK,14,Tinggi,Sedang,1,1,0,1
SUNBEJI VILLA,4.4,14,Jl. Beji Ayu Jl. Sunset Road,Badung Regency,https://www.booking.com/Share-c9g5IhW,62 813-2284-7763,https://www.google.com/maps/search/?api=1&query=SUNBEJI%20VILLA&query_place_id=ChIJlW3pj9dG0i0RGrnrbV22YOk,Villa,True,False,True,False,8,UDA DI CEK,10,Sedang,Sedang,1,1,0,1
THE 1O1 Bali Fontana Seminyak,4.4,4085,Jl. Dewi Sri No.68,Badung Regency,http://book101.com/balifontanaseminyak,62 361 8947100,https://www.google.com/maps/search/?api=1&query=THE%201O1%20Bali%20Fontana%20Seminyak&query_place_id=ChIJv5IY9M9G0i0RCf066m6Kzlw,Hotel,True,False,True,False,11,UDA DI CEK,13,Tinggi,Sedang,1,1,0,1
THE 1O1 Bali Oasis Sanur,4.4,2450,Jl. Danau Tamblingan No.136A,Denpasar City,https://www.phm-hotels.com/hotel/1O1BOS,62 361 282264,https://www.google.com/maps/search/?api=1&query=THE%201O1%20Bali%20Oasis%20Sanur&query_place_id=ChIJT9Ls-shB0i0R878_jg4W-4M,Hotel,True,False,True,False,18,UDA DI CEK,20,Sangat tinggi,Tinggi,1,1,0,1
The Calna Villa Bali,4.4,121,Jl. Raya Kuta No.72,Badung Regency,http://www.calnavilla.com/,62 361 4754886,https://www.google.com/maps/search/?api=1&query=The%20Calna%20Villa%20Bali&query_place_id=ChIJ-4EOjipH0i0RYJJzSBEwvD0,Villa,True,True,True,False,8,UDA DI CEK,11,Sedang,Sedang,1,1,0,1
The Haere Seminyak by Astadala,4.4,84,Jl. Beraban,Badung Regency,https://www.thehaereseminyak.com/,62 361 736618,https://www.google.com/maps/search/?api=1&query=The%20Haere%20Seminyak%20by%20Astadala&query_place_id=ChIJs8U5rBdH0i0RfZP0y5r7vCM,Hotel,True,False,True,False,10,uda di cek,12,Sedang,Sedang,1,1,0,1
THE KAYANGAN SANUR,4.4,203,Jl. Pantai Sindhu No.10,Denpasar City,https://kayanganbali.com/,62 361 4492364,https://www.google.com/maps/search/?api=1&query=THE%20KAYANGAN%20SANUR&query_place_id=ChIJBTZOv61B0i0R64u6Swp6Bjk,Hotel,True,True,True,True,7,uda di cek,11,Sedang,Sedang,1,1,0,1
The Kirana Ungasan,4.4,358,Uluwatu St Gang Ambara No.18,Badung Regency,https://thekiranabali.com/ungasan/,62 823-4190-1002,https://www.google.com/maps/search/?api=1&query=The%20Kirana%20Ungasan&query_place_id=ChIJBfTT6cA_0i0RuoJTI7mgNJM,Hotel,True,True,True,True,9,uda di cek,13,Tinggi,Sedang,1,1,0,1
The Kuta Beach Heritage Hotel Bali - Dikelola oleh Accor,4.4,3446,Jl Pantai Kuta Br Pande Mas Kuta Badung,Badung Regency,https://all.accor.com/lien_externe.svlt?goto=fiche_hotel&code_hotel=8151&merchantid=seo-maps-ID-8151&sourceid=aw-cen&utm_medium=seo%20maps&utm_source=google%20Maps&utm_campaign=seo%20maps,62 361 3007080,https://www.google.com/maps/search/?api=1&query=The%20Kuta%20Beach%20Heritage%20Hotel%20Bali%20-%20Dikelola%20oleh%20Accor&query_place_id=ChIJC7gIvKRG0i0ROnhUkeVGyGU,Hotel,True,True,True,False,16,uda di cek,19,Sangat tinggi,Tinggi,1,1,0,1
The Lokha Legian Resort & Spa,4.4,409,Jl. Padma No.10-38,Badung Regency,https://www.thelokhalegian.com/,62 361 767601,https://www.google.com/maps/search/?api=1&query=The%20Lokha%20Legian%20Resort%20%26%20Spa&query_place_id=ChIJ05v6ccNG0i0REzwTfR2DabI,Resort hotel,True,True,True,True,10,uda di cek,14,Tinggi,Sedang,1,1,0,1
The Nyaman Hotel Bali,4.4,487,Jl. Kubu Anyar No.20X,Badung Regency,,62 361 766230,https://www.google.com/maps/search/?api=1&query=The%20Nyaman%20Hotel%20Bali&query_place_id=ChIJufzQOadG0i0RHVxzOn4vu2Q,Hotel,True,True,True,False,10,uda di cek,13,Tinggi,Sedang,0,1,1,3
The Patra Bali Resort & Villas,4.4,3740,"7566+QQV, Jl.Ir. H. Juanda South Kuta Beach",Badung Regency,http://www.thepatrabali.com/,62 361 9351161,https://www.google.com/maps/search/?api=1&query=The%20Patra%20Bali%20Resort%20%26%20Villas&query_place_id=ChIJS_VWIiJE0i0RsARSih43au0,Hotel,True,True,True,True,14,uda di cek,18,Tinggi,Tinggi,1,1,0,1
The Sakala Resort Bali,4.4,3168,Jl. Pratama No.95,Badung Regency,http://www.sakalaresortbali.com/,62 361 775216,https://www.google.com/maps/search/?api=1&query=The%20Sakala%20Resort%20Bali&query_place_id=ChIJsbnlWwhD0i0REgLmI0XAEVg,Hotel,True,True,True,True,13,uda di cek,17,Tinggi,Tinggi,1,1,0,1
Tom Guest House,4.4,154,Jl. Mataram No.37x,Badung Regency,,62 361 4754432,https://www.google.com/maps/search/?api=1&query=Tom%20Guest%20House&query_place_id=ChIJv9kSGrhG0i0RaC6a508qO68,Hotel,True,False,True,False,8,uda di cek,10,Sedang,Sedang,0,1,1,3
Truntum Kuta Formerly Grand Inna Kuta,4.4,5604,Jl. Pantai Kuta No.1,Badung Regency,https://truntumhotels.com/hotels/truntum-kuta,62 361 751361,https://www.google.com/maps/search/?api=1&query=Truntum%20Kuta%20Formerly%20Grand%20Inna%20Kuta&query_place_id=ChIJRxleorxG0i0ROAUkQmJ20s8,Hotel,True,True,True,True,12,uda di cek,16,Tinggi,Sedang,1,1,0,1
Villa Diamante,4.4,23,Jl. Pandawa No.8C,Badung Regency,,,https://www.google.com/maps/search/?api=1&query=Villa%20Diamante&query_place_id=ChIJm_FxstNH0i0RzXxF99oJnRU,Hotel,True,False,True,False,2,uda di cek,4,Rendah,Rendah,0,0,3,4
Villa Harmony Moon,4.4,11,Jl. Bidadari No.98,Badung Regency,,62 819-9977-7347,https://www.google.com/maps/search/?api=1&query=Villa%20Harmony%20Moon&query_place_id=ChIJzb_wSjtH0i0R1Jy_ZN8j_UQ,Hotel,True,False,True,False,4,uda di cek,6,Rendah,Rendah,0,1,1,3
Villa Maviba Luxury Villa for Rent in Seminyak,4.4,52,Gg. Tunjung No.4,Badung Regency,http://www.mavibalirentals.com/products/villa-maviba,62 812-3814-5664,https://www.google.com/maps/search/?api=1&query=Villa%20Maviba%20Luxury%20Villa%20for%20Rent%20in%20Seminyak&query_place_id=ChIJhW-xaSZH0i0R4Naw7byUjkE,Hotel,True,False,True,False,2,uda di cek,4,Rendah,Rendah,1,1,0,1
Villa Puri Ayu,4.4,207,Jl. Cemara No.4D,Denpasar City,http://www.villapuriayu.com/,62 361 270482,https://www.google.com/maps/search/?api=1&query=Villa%20Puri%20Ayu&query_place_id=ChIJmzm6KBhE0i0RZkSqO0C4nIs,Hotel,True,True,True,False,13,uda di cek,16,Tinggi,Tinggi,1,1,0,1
Villa Vela Bali,4.4,19,Gg. Inti Kulit No.23,Badung Regency,https://thevillavela.com/,62 851-9068-8818,https://www.google.com/maps/search/?api=1&query=Villa%20Vela%20Bali&query_place_id=ChIJD-hLTppH0i0RfrGhBslwpvA,Hotel,True,True,True,False,4,uda di cek,7,Sedang,Rendah,1,1,0,1
VOUK Hotel & Suites Bali 5 star Hotel,4.4,1253,Jl. Raya Nusa Dua Selatan,Badung Regency,https://voukbali.com/,62 361 8465750,https://www.google.com/maps/search/?api=1&query=VOUK%20Hotel%20%26%20Suites%20Bali%205%20star%20Hotel&query_place_id=ChIJp5TfN8lc0i0RnWa3AxLUuT4,Hotel,True,False,True,False,20,uda di cek,22,Sangat tinggi,Sangat tinggi,1,1,0,1
Wisma Bima Cottages II,4.4,388,Jl. Raya Kuta No.295,Badung Regency,,62 361 751142,https://www.google.com/maps/search/?api=1&query=Wisma%20Bima%20Cottages%20II&query_place_id=ChIJzS7cjqVG0i0Rx29q4-Re2rc,Hotel,True,False,False,True,0,uda di cek,2,Rendah,Rendah,0,1,1,3
Adhi Jaya Hotel Kuta,4.5,1494,Jl. Kartika Plaza,Badung Regency,http://www.adhijayahotel.com/,62 361 756884,https://www.google.com/maps/search/?api=1&query=Adhi%20Jaya%20Hotel%20Kuta&query_place_id=ChIJaxqK__-_aC4RJybL0noah9I,Hotel,True,False,True,False,5,uda di cek,7,Sedang,Rendah,1,1,0,1
Adi Dharma Hotel Legian,4.5,320,Jln Legian No.155,Badung Regency,http://www.adidharmahotel.com/,62 818-177-790,https://www.google.com/maps/search/?api=1&query=Adi%20Dharma%20Hotel%20Legian&query_place_id=ChIJWYyYYsNG0i0RZJE4nDgAmIc,Hotel,True,True,True,False,4,uda di cek,7,Sedang,Rendah,1,1,0,1
Agung Cottages,4.5,165,Jln Legian No.95,Badung Regency,,62 813-3795-766,https://www.google.com/maps/search/?api=1&query=Agung%20Cottages&query_place_id=ChIJTSb7_rhG0i0RBBbKTBPwBU4,Hotel,True,False,True,False,5,uda di cek,7,Sedang,Rendah,0,1,1,3
Airy Legian 131 Kuta Bali,4.5,2,Jln Legian No.131,Badung Regency,,62 804 111 2479,https://www.google.com/maps/search/?api=1&query=Airy%20Legian%20131%20Kuta%20Bali&query_place_id=ChIJEYRDZcdG0i0RMbzZdU6WPxk,Hotel,True,False,True,False,3,uda di cek,5,Rendah,Rendah,0,1,1,3
Airy Sunset Road Pararaton 6 Bali,4.5,95,Jl. Pararaton No.6,Badung Regency,,62 804 111 2479,https://www.google.com/maps/search/?api=1&query=Airy%20Sunset%20Road%20Pararaton%206%20Bali&query_place_id=ChIJtYev-c5G0i0Rdmkvsjiy2AI,Hotel,True,False,True,False,3,uda di cek,5,Rendah,Rendah,0,1,1,3
Akana Boutique Hotel,4.5,675,Jl. Sudamala No.19,Denpasar City,https://www.akanasanur.com/,62 361 4721917,https://www.google.com/maps/search/?api=1&query=Akana%20Boutique%20Hotel&query_place_id=ChIJrTRyML5B0i0R1XtCFxQAT6k,Hotel,True,False,True,False,4,uda di cek,6,Rendah,Rendah,1,1,0,1
Alam Bidadari Seminyak,4.5,125,Jl. Bidadari Gg. Periuk No.88,Badung Regency,,62 361 738024,https://www.google.com/maps/search/?api=1&query=Alam%20Bidadari%20Seminyak&query_place_id=ChIJD3Uao0FH0i0Rok1IQ55Xflc,Villa,True,True,True,False,4,uda di cek,7,Sedang,Rendah,0,1,1,3
Amarin Seminyak,4.5,105,Jl. Beraban No.54,Badung Regency,http://www.amarinseminyak.com/,62 361 9342111,https://www.google.com/maps/search/?api=1&query=Amarin%20Seminyak&query_place_id=ChIJLVy2XhZH0i0RvKJyk2BVC1k,Hotel,True,False,False,False,8,uda di cek,9,Sedang,Sedang,1,1,0,1
