title,totalScore,reviewsCount,street,city,website,phone,url,categoryName,Instagram,Tiktok,Facebook,YT,ShopeeFood,GrabFood,GoFood,jumlah_sosmed_ODD,kategori,has_website,has_phone,cluster,tier
Sate Gule Kambing,4.2,55,Jl. Udayana No.18A,Buleleng Regency,,+62 878-6327-3003,https://www.google.com/maps/search/?api1&querySate%20Gule%20Kambing&query_place_idChIJ8X9TTHKa0S0RMjHgG7pMKsk,Satay restaurant,False,False,False,False,False,False,False,0,Rendah,0,1,0,2
Warung Sate Jaya,4.2,22,"F46F+VR6, Jl. Gelatik",Tabanan Regency,,+62 851-0076-4194,https://www.google.com/maps/search/?api1&queryWarung%20Sate%20Jaya&query_place_idChIJm3h5Jlk60i0RT0dPhKPS8Uo,Satay restaurant,False,False,False,False,False,False,True,1,Rendah,0,1,0,2
Warung Desak Seafood (Warung Desak PP),4.2,14,"Sebelah GYM. Kebo Iwa, Jl. Pantai Penimbangan",Buleleng Regency,,+62 819-1346-6141,https://www.google.com/maps/search/?api1&queryWarung%20Desak%20Seafood%20(Warung%20Desak%20PP)&query_place_idChIJxQvR0vCb0S0RXt-oJNKoNWg,Seafood restaurant,False,False,False,False,False,False,False,0,Rendah,0,1,0,2
Soto Sapi Belabar,4.2,9,V3FJ+J8M,Buleleng Regency,,,https://www.google.com/maps/search/?api1&querySoto%20Sapi%20Belabar&query_place_idChIJ26NOUKOb0S0Rg8PBagImlvo,Soto restaurant,False,False,True,False,False,False,False,1,Rendah,0,0,1,3
Siomay & Batagor Si Atang,4.2,5,V3XW+327,Buleleng Regency,,+62 812-3843-9858,https://www.google.com/maps/search/?api1&querySiomay%20%26%20Batagor%20Si%20Atang&query_place_idChIJ3_oDPpGR0S0Rod4pbJ2qUlY,Sundanese restaurant,False,False,False,False,False,False,False,0,Rendah,0,1,0,2
SEGO JAGUNG,3.2,24,"F439+28F, Jl. Bypass Jl. Dr. Ir. Soekarno",Tabanan Regency,,,https://www.google.com/maps/search/?api1&querySEGO%20JAGUNG&query_place_idChIJr3tSOAA70i0R6oz3N17p_hA,Indonesian restaurant,True,True,False,False,False,False,True,3,Sedang,0,0,1,3
Bakwan Babi Gerobak Biru,4.1,21,Jl. Surapati,Buleleng Regency,,,https://www.google.com/maps/search/?api1&queryBakwan%20Babi%20Gerobak%20Biru&query_place_idChIJF3rAHfub0S0RrNxka68E6-Y,Bakso restaurant,False,False,False,False,False,False,False,0,Rendah,0,0,1,3
WARUNG BAKSO SOLO MAS HANUNG,4.1,9,"W45F+JJG, Jl. Raya Kerobokan",Buleleng Regency,,+62 823-4113-3001,https://www.google.com/maps/search/?api1&queryWARUNG%20BAKSO%20SOLO%20MAS%20HANUNG&query_place_idChIJ44DHLL6X0S0RVUin6Gxn3X8,Bakso restaurant,False,False,False,False,False,False,False,0,Rendah,0,1,0,2
Nasi Babi Guling Merdeka,4.1,56,Jl. Ngurah Rai No.57,Buleleng Regency,,,https://www.google.com/maps/search/?api1&queryNasi%20Babi%20Guling%20Merdeka&query_place_idChIJT8Dm1gqa0S0RFgOUPwEmi0w,Balinese restaurant,False,False,False,False,False,False,True,1,Rendah,0,0,1,3
Warung Babi Guling Bali Yasa,4.1,9,V3WR+9CC,Buleleng Regency,,,https://www.google.com/maps/search/?api1&queryWarung%20Babi%20Guling%20Bali%20Yasa&query_place_idChIJA5LHKgaa0S0Rm4xJE_55QPE,Balinese restaurant,True,False,False,False,False,False,True,2,Sedang,0,0,1,3
ACK Fried Chicken,4.1,26,Jl. Laksamana No.126,Buleleng Regency,http://ackcompany.com/,,https://www.google.com/maps/search/?api1&queryACK%20Fried%20Chicken&query_place_idChIJR-23P7Gb0S0RKeM6ReL1hzo,Fast food restaurant,True,False,False,False,True,True,True,4,Tinggi,1,0,2,1
JFC Jaya Fried Chicken Sukasada,4.1,60,Jl. Puskesmas No.8,Buleleng Regency,,+62 813-3862-3221,https://www.google.com/maps/search/?api1&queryJFC%20Jaya%20Fried%20Chicken%20Sukasada&query_place_idChIJYYeLknyQ0S0Rxtknc0eeMi0,Fast food restaurant,False,False,False,False,False,False,True,1,Rendah,0,1,0,2
JFC PENYALIN,4.1,84,Jl. Garuda No.4,Tabanan Regency,,+62 857-3943-4910,https://www.google.com/maps/search/?api1&queryJFC%20PENYALIN&query_place_idChIJ4dZHPn470i0RuI9JF7Fcos8,Fast food restaurant,False,False,False,False,False,False,True,1,Rendah,0,1,0,2
KFC,4.1,1954,Jl. Ngurah Rai No.78,Buleleng Regency,,+62 811-7157-540,https://www.google.com/maps/search/?api1&queryKFC&query_place_idChIJAQAAwAqa0S0RRhKeGGDFjVQ,Fast food restaurant,True,True,True,True,True,True,True,7,Sangat tinggi,0,1,0,2
KFC,4.1,2772,Jl. By Pass Jl. Ngurah Rai,Tabanan Regency,,+62 21 14022,https://www.google.com/maps/search/?api1&queryKFC&query_place_idChIJFQOXl0k60i0RR5MMFjueQkU,Fast food restaurant,True,True,True,True,True,True,True,7,Sangat tinggi,0,1,0,2
Rumah makan Minang Jaya,4.1,20,Gg. XVI No.3,Tabanan Regency,,,https://www.google.com/maps/search/?api1&queryRumah%20makan%20Minang%20Jaya&query_place_idChIJk-JdXQA70i0RcLpYyH7dYPw,Indonesian restaurant,True,False,False,False,False,True,True,3,Sedang,0,0,1,3
bali kynaya martabak telor,4.1,13,V4P5+XVP,Buleleng Regency,,+62 819-3643-3774,https://www.google.com/maps/search/?api1&querybali%20kynaya%20martabak%20telor&query_place_idChIJ15iR4qSR0S0R8vRbYaxXF0s,Murtabak restaurant,False,False,False,False,False,False,False,0,Rendah,0,1,0,2
PutriSari Restaurant,4.1,9,,Buleleng Regency,http://www.otcbalicollege.com/,+62 362 25519,https://www.google.com/maps/search/?api1&queryPutriSari%20Restaurant&query_place_idChIJ_Uz6mVua0S0Ry4N0BtCnEFk,Restaurant,False,False,False,False,False,False,False,0,Rendah,1,1,2,1
Restaurant Puri Saron,4.1,12,V384+GPF,Buleleng Regency,,,https://www.google.com/maps/search/?api1&queryRestaurant%20Puri%20Saron&query_place_idChIJrRGQzQmb0S0RS2OvYGcAFQk,Restaurant,False,False,False,False,False,False,False,0,Rendah,0,0,1,3
Sangket Kubu,4.1,97,"V426+372, Jl. Pratu Ginten",Buleleng Regency,,+62 821-4554-0867,https://www.google.com/maps/search/?api1&querySangket%20Kubu&query_place_idChIJoa4jN3eQ0S0R8L0wKEd27ig,Restaurant,False,False,False,False,False,False,False,0,Rendah,0,1,0,2
Restoran Diatas Laut,4.1,20,V3WQ+M9H,Buleleng Regency,,,https://www.google.com/maps/search/?api1&queryRestoran%20Diatas%20Laut&query_place_idChIJv7dxDgaa0S0RrZfevB3P29A,Seafood restaurant,False,False,False,False,False,False,False,0,Rendah,0,0,1,3
Tanjung Alam Penarukan,4.1,192,"W477+XP6, Jl. Natuna",Buleleng Regency,,+62 877-8085-4790,https://www.google.com/maps/search/?api1&queryTanjung%20Alam%20Penarukan&query_place_idChIJ9aIFAkmX0S0RpmQ5A6Tj_9M,Seafood restaurant,False,True,True,False,False,False,False,2,Sedang,0,1,0,2
Tipat Tahu Pak Kumis Singaraja,4.1,14,Jl. Angsana,Buleleng Regency,,,https://www.google.com/maps/search/?api1&queryWr.%20Tipat%20Tahu%20Pak%20Kumis&query_place_idChIJRwkN5wya0S0RZphWDKF2PFY,Tegal restaurant,False,False,False,False,False,False,False,0,Rendah,0,0,1,3
Tahu Gila Singaraja,4.1,22,Jl. Udayana No.9-7,Buleleng Regency,,+62 812-3789-1437,https://www.google.com/maps/search/?api1&queryTahu%20Gila%20Singaraja&query_place_idChIJa_JCR3Ka0S0R8zC9_OaxuFw,Tofu restaurant,True,False,False,False,False,False,False,1,Rendah,0,1,0,2
"VEGI HOUSE ,Vegan culinary and healthy food",4.9,99,Jl. Ngurah Rai No.52,Buleleng Regency,,=+62 878-6616-1116,https://www.google.com/maps/search/?api1&queryVEGI%20HOUSE%20%2CVegan%20culinary%20and%20healthy%20food&query_place_idChIJYWcuT5ub0S0ROBKWXc33Z1g,Vegan restaurant,True,False,True,False,False,False,False,2,Sedang,0,1,0,2
CLIFF at Canna,4.8,1074,Jl. Raya Nusa Dua Selatan,Badung Regency,http://www.cannabali.id/,62 811-3418-777,https://www.google.com/maps/search/?api=1&query=CLIFF%20at%20Canna&query_place_id=ChIJ4XGGUVFd0i0RSrYeVzQa-dI,Restaurant,True,True,True,True,False,False,False,4,Tinggi,1,1,2,1
Boardwalk Restaurant Bali,4.7,3932,Jl. Kuta Art Market,Badung Regency,http://www.boardwalk-restaurant.com/,62 823-4001-5646,https://www.google.com/maps/search/?api=1&query=Boardwalk%20Restaurant%20Bali&query_place_id=ChIJS_3QKx9E0i0R4H-8Ne_4oaU,Restaurant,True,False,True,True,False,False,False,3,Sedang,1,1,2,1
CANNA,4.7,2205,Jl. Raya Nusa Dua Selatan,Badung Regency,https://cannabali.id/,62 811-3418-777,https://www.google.com/maps/search/?api=1&query=CANNA&query_place_id=ChIJ7wdZL3pd0i0RqRoXepB2U6o,Restaurant,True,True,True,True,False,False,False,4,Tinggi,1,1,2,1
Gyu-Kaku Resort Beachwalk Shopping Center,4.7,1081,"Beachwalk Shopping Center 2nd Floor Unit. #C-11,12,12A, Jl. Pantai Kuta",Badung Regency,https://gyu-kaku.id/,62 361 8464892,https://www.google.com/maps/search/?api=1&query=Gyu-Kaku%20Resort%20Beachwalk%20Shopping%20Center&query_place_id=ChIJi1E-UNxH0i0RV2GJl5FHhWM,Japanese restaurant,False,False,False,False,False,False,False,0,Rendah,1,1,2,1
Azul Beach Club Bali,4.6,3088,Jl. Padma No.2,Badung Regency,https://www.azulbali.com/,62 361 765759,https://www.google.com/maps/search/?api=1&query=Azul%20Beach%20Club%20Bali&query_place_id=ChIJlSyXaMJG0i0Ri8eAr1pHGaU,Asian fusion restaurant,True,True,True,False,False,False,False,3,Sedang,1,1,2,1
Baruna Sky Lounge by Jimbaran Bay Beach,4.5,87,"Jimbaran, Jl. Pantai Kedonganan No.888",Badung Regency,http://jimbaranbaybeach.com/,62 361 705999,https://www.google.com/maps/search/?api=1&query=Baruna%20Sky%20Lounge%20by%20Jimbaran%20Bay%20Beach&query_place_id=ChIJq8VYJ2lE0i0Rp7yHat2QJfQ,Indonesian restaurant,True,False,False,False,False,False,False,1,Rendah,1,1,2,1
"Martabak Pecenongan 78, Singaraja",4.5,31,V3PJ+43V,Buleleng Regency,,,https://www.google.com/maps/search/?api1&queryMartabak%20Pecenongan%2078%2C%20Singaraja&query_place_idChIJ-YV4rMeb0S0R5kEKkJEKMKk,Murtabak restaurant,True,False,False,False,False,False,True,2,Sedang,0,0,1,3
Ulu Segara Restaurant & Bar,4.5,12,"5686+49R, Jl. Raya Nusa Dua Selatan",Badung Regency,https://ulusegara.com/experiences/,62 361 8468188,https://www.google.com/maps/search/?api=1&query=Ulu%20Segara%20Restaurant%20%26%20Bar&query_place_id=ChIJbznSrhVd0i0Rhrj6Lq4vi6E,Restaurant,True,True,True,True,False,False,False,4,Tinggi,1,1,2,1
Ayam Betutu Khas Gilimanuk,4.4,11202,Jl. Raya Tuban No.2X,Badung Regency,,62 361 757535,https://www.google.com/maps/search/?api=1&query=Ayam%20Betutu%20Khas%20Gilimanuk&query_place_id=ChIJyyQdy8lG0i0RyYvKuYpjBps,Balinese restaurant,True,True,True,True,True,True,True,7,Sangat tinggi,0,1,0,2
"Nasi Kulit Syuurga, Singaraja",4.3,38,Jl. Merak No.2,Buleleng Regency,,+62 818-0569-3669,https://www.google.com/maps/search/?api1&queryNasi%20Kulit%20Syuurga%2C%20Singaraja&query_place_idChIJvwuSmZub0S0RsYJ0H9st6oQ,Indonesian restaurant,True,True,False,False,False,False,True,3,Sedang,0,1,0,2
Delish's Resto,5.0,1,Gg. Buah Naga,Buleleng Regency,,+62 821-4496-9091,https://www.google.com/maps/search/?api1&queryDelish's%20Resto&query_place_idChIJPzWsLP-b0S0RiFnvYeRjJ3I,Asian restaurant,False,False,False,False,False,False,True,1,Rendah,0,1,0,2
Luluh Sate Singaraja,5.0,1,Gg. Mutiara V No.5,Buleleng Regency,,+62 898-3240-308,https://www.google.com/maps/search/?api1&queryLuluh%20Sate%20Singaraja&query_place_idChIJaTis7_ib0S0RaSJ9Hwx6wZM,Asian restaurant,True,True,True,False,False,False,False,3,Sedang,0,1,0,2
Raos Eco Chinese Food & Indonesian Food,5.0,8,Jl. Dr. Ir. Soekarno No.25,Tabanan Regency,,,https://www.google.com/maps/search/?api1&queryRaos%20Eco%20Chinese%20Food%20%26%20Indonesian%20Food&query_place_idChIJ4e3gegA70i0Rw7IKdVIHUJ0,Asian restaurant,True,False,True,False,False,False,True,3,Sedang,0,0,1,3
Warung Jaya Makmur,5.0,2,Jl. Merpati No.10,Tabanan Regency,,,https://www.google.com/maps/search/?api1&queryWarung%20Jaya%20Makmur&query_place_idChIJqRXRCAA70i0RvaFzk5mBvKA,Asian restaurant,False,False,False,False,False,False,False,0,Rendah,0,0,1,3
BAKSO DAN MIE AYAM LAROS,5.0,3,"W429+HW9, Jl. Samratulangi",Buleleng Regency,,+62 812-4611-0195,https://www.google.com/maps/search/?api1&queryBAKSO%20DAN%20MIE%20AYAM%20LAROS&query_place_idChIJoT6hK7uR0S0RvFxZqwiObWE,Bakso restaurant,False,False,False,False,False,False,False,0,Rendah,0,1,0,2
Bakso Jaya,5.0,1,Jl. Pahlawan No.51,Buleleng Regency,,+62 812-3664-2979,https://www.google.com/maps/search/?api1&queryBakso%20Jaya&query_place_idChIJqw5Rmp6b0S0R9srLAAtD8GY,Bakso restaurant,False,False,False,False,False,False,False,0,Rendah,0,1,0,2
Bakso luhtu,5.0,1,Jl. Anyelir No.11,Tabanan Regency,,,https://www.google.com/maps/search/?api1&queryBakso%20luhtu&query_place_idChIJc8RMMBQ70i0RAwO143xZ4Bs,Bakso restaurant,False,False,False,False,False,False,False,0,Rendah,0,0,1,3
BAKSO SOLO,5.0,1,"V3FM+9RV, Jl. Srikandi",Buleleng Regency,,,https://www.google.com/maps/search/?api1&queryBAKSO%20SOLO&query_place_idChIJVQ1-dwCb0S0RKuaidXGQmZ0,Bakso restaurant,False,False,False,False,False,False,False,0,Rendah,0,0,1,3
Blayag Muntagi,5.0,5,V4J9+4F3,Buleleng Regency,,+62 819-3655-7526,https://www.google.com/maps/search/?api1&queryBlayag%20Muntagi&query_place_idChIJRdowb8yR0S0RxliCDaTXSKg,Bakso restaurant,False,False,False,False,False,False,False,0,Rendah,0,1,0,2
NASIONALIS BAKSO,5.0,1,V3GX+5CF,Buleleng Regency,,+62 819-1567-8845,https://www.google.com/maps/search/?api1&queryNASIONALIS%20BAKSO&query_place_idChIJPzzNkFmR0S0R53INnht6pj8,Bakso restaurant,False,False,False,False,False,False,False,0,Rendah,0,1,0,2
Warung Bali Bakso Ayam,5.0,2,Jl. Setia Budi,Buleleng Regency,,+62 815-2934-2857,https://www.google.com/maps/search/?api1&queryWarung%20Bali%20Bakso%20Ayam&query_place_idChIJc69JoZGR0S0RB0dNGLnU7AU,Bakso restaurant,False,False,False,False,False,False,False,0,Rendah,0,1,0,2
Warung Nasi Ayam & Babi Ibu Baktiseraga,5.0,2,"V3FJ+MGW, Jl. Laksamana-Baktiseraga",Buleleng Regency,,,https://www.google.com/maps/search/?api1&queryWarung%20Nasi%20Ayam%20%26%20Babi%20Ibu%20Baktiseraga&query_place_idChIJJZC7RWWa0S0RDaj7uuSsZmY,Bakso restaurant,True,False,False,False,False,False,False,1,Rendah,0,0,1,3
Warung Swarbak Kartun15,5.0,1,"Flamboyan, Jl. Jepun no.20",Tabanan Regency,,+62 813-7733-3322,https://www.google.com/maps/search/?api1&queryWarung%20Swarbak%20Kartun15&query_place_idChIJDehc1EI60i0R7Rh5Oq7TZqE,Bakso restaurant,False,False,False,False,False,False,False,0,Rendah,0,1,0,2
Betutu Ibuk Epik,5.0,1,Jl. Merpati No.2,Tabanan Regency,,,https://www.google.com/maps/search/?api1&queryBetutu%20Ibuk%20Epik&query_place_idChIJ7YEROgA70i0RgelWbaxzDis,Balinese restaurant,True,False,False,False,False,False,True,2,Sedang,0,0,1,3
Kedai al Medani,5.0,2,Jl. Satelit Asri III No.20,Buleleng Regency,,+62 817-5188-882,https://www.google.com/maps/search/?api1&queryKedai%20al%20Medani&query_place_idChIJU--3BWqa0S0RDH_mSDIZcms,Balinese restaurant,False,False,True,False,False,False,False,1,Rendah,0,1,0,2
Kuliner khas singaraja,5.0,1,Jl. Erlangga No.44,Buleleng Regency,,,https://www.google.com/maps/search/?api1&queryKuliner%20khas%20singaraja&query_place_idChIJcRAkhU-b0S0RrqOZN51zYUc,Balinese restaurant,False,False,False,False,False,False,False,0,Rendah,0,0,1,3
Martabak Terang Bulan Cipta Rasa,5.0,4,Jl. Mawar No.49,Tabanan Regency,,+62 831-1734-1660,https://www.google.com/maps/search/?api1&queryMartabak%20Terang%20Bulan%20Cipta%20Rasa&query_place_idChIJwcqGSS870i0RhEf3fT1uv6M,Balinese restaurant,True,False,False,False,False,False,True,2,Sedang,0,1,0,2
Nasi Be Genyol Bu Socing,5.0,1,Jl. Jepun No.25,Tabanan Regency,,,https://www.google.com/maps/search/?api1&queryNasi%20Be%20Genyol%20Bu%20Socing&query_place_idChIJuchkeAA70i0RngQezoROtTY,Balinese restaurant,False,False,False,False,False,False,False,0,Rendah,0,0,1,3
WARUNG BU TAYOK,5.0,1,Jl. Seririt- Singaraja,Buleleng Regency,,+62 857-3962-1228,https://www.google.com/maps/search/?api1&queryWARUNG%20BU%20TAYOK&query_place_idChIJG2_EfCab0S0RlWnJ3ObdLTw,Balinese restaurant,False,False,False,False,False,False,False,0,Rendah,0,1,0,2
Warung Men Lindya Begenyol Betutu,5.0,5,Jl. Mawar No.117,Tabanan Regency,,+62 821-4657-0922,https://www.google.com/maps/search/?api1&queryWarung%20Men%20Lindya%20Begenyol%20Betutu&query_place_idChIJ3-r3ZIo70i0RaLz0pNuReVE,Balinese restaurant,True,False,False,False,False,False,False,1,Rendah,0,1,0,2
"Warung Nasi Babi Guling ""DD""",5.0,5,"Depan Gedung Keuangan Negara, Jl. Kartini No.33b",Buleleng Regency,,+62 878-6317-9389,https://www.google.com/maps/search/?api1&queryWarung%20Nasi%20Babi%20Guling%20%22DD%22&query_place_idChIJkwsjw-Kb0S0RW1t4em1Ncyk,Balinese restaurant,True,True,False,False,False,False,False,2,Sedang,0,1,0,2
warung Nasi campur babi dan ayam BU GELGEL,5.0,1,Jl. Surapati,Buleleng Regency,,+62 819-3616-8235,https://www.google.com/maps/search/?api1&querywarung%20Nasi%20campur%20babi%20dan%20ayam%20BU%20GELGEL&query_place_idChIJK_FJ4jWb0S0RoxiLVmhqzw4,Balinese restaurant,True,False,False,False,False,False,True,2,Sedang,0,1,0,2
Warung Nasi Kapah Jumah,5.0,6,"V3FJ+C3F, Jl. Laksamana-Baktiseraga",Buleleng Regency,,,https://www.google.com/maps/search/?api1&queryWarung%20Nasi%20Kapah%20Jumah&query_place_idChIJ1ULZLwCb0S0RY7nDaWjT8_U,Balinese restaurant,False,False,False,False,False,False,False,0,Rendah,0,0,1,3
Warung Tama (nasi campur ayam),5.0,1,"V3WV+H3W, Jl. Surapati",Buleleng Regency,,,https://www.google.com/maps/search/?api1&queryWarung%20Tama%20(nasi%20campur%20ayam)&query_place_idChIJBSipBQCb0S0RBcqZQw5Rlp8,Balinese restaurant,True,False,False,False,False,False,True,2,Sedang,0,0,1,3
Wr.NASI BALI BABI PANGGANG SPESIAL,5.0,1,"V39C+3G9, Jl. Dewa Putu Kerta",Buleleng Regency,,+62 818-0204-4888,https://www.google.com/maps/search/?api1&queryWr.NASI%20BALI%20BABI%20PANGGANG%20SPESIAL&query_place_idChIJQfZ2kWCa0S0RqaCRfeWWxlw,Balinese restaurant,False,False,False,False,False,False,False,0,Rendah,0,1,0,2
Bubur Ayam Bandung,5.0,1,"C4VC+9GH, Jl. Mawar",Tabanan Regency,,+62 877-5599-7217,https://www.google.com/maps/search/?api1&queryBubur%20Ayam%20Bandung&query_place_idChIJtQKSYAA70i0Rw9fPSpC1Agc,Breakfast restaurant,False,False,True,False,False,False,False,1,Rendah,0,1,0,2
Kedai Es pisang ijo,5.0,1,"wp widi ayu singaraja depan karung jantan singaraja, Jl. Surapati No.107",Buleleng Regency,,+62 877-6290-5020,https://www.google.com/maps/search/?api1&queryKedai%20Es%20pisang%20ijo&query_place_idChIJ_-EE_-6R0S0RMhOlZyyxvCM,Breakfast restaurant,False,False,False,False,False,False,False,0,Rendah,0,1,0,2
Nasi Kuning Ibu Desak,5.0,1,Jl. Jelantik Gingsir No.63 A,Buleleng Regency,,+62 878-4472-7063,https://www.google.com/maps/search/?api1&queryNasi%20Kuning%20Ibu%20Desak&query_place_idChIJhfeQi4-R0S0RX-jroUxqwJU,Breakfast restaurant,False,False,False,False,False,False,True,1,Rendah,0,1,0,2
Sentuhan Rasa Bubur Ayam Tabanan,5.0,4,Jl. Raya Denpasar - Gilimanuk No.45,Tabanan Regency,,+62 813-3968-2991,https://www.google.com/maps/search/?api1&querySentuhan%20Rasa%20Bubur%20Ayam%20Tabanan&query_place_idChIJ1YEJfQA70i0ROmjy63oFNco,Breakfast restaurant,False,False,False,False,False,False,False,0,Rendah,0,1,0,2
warung angel,5.0,1,"R3W6+74M, Jl. Selat Anturan",Buleleng Regency,,,https://www.google.com/maps/search/?api1&querywarung%20angel&query_place_idChIJ6atshISb0S0R-ff6zh5NOVA,Breakfast restaurant,True,False,False,False,False,False,True,2,Sedang,0,0,1,3
Warung Bu Jero,5.0,1,Jl. Pulau Nila No.11,Buleleng Regency,,+62 878-6300-8194,https://www.google.com/maps/search/?api1&queryWarung%20Bu%20Jero&query_place_idChIJcX7vnkmR0S0ReWsUzaIEIpM,Breakfast restaurant,False,False,False,False,False,False,True,1,Rendah,0,1,0,2
Warung Mang Joes,5.0,2,Jl. Raya Kutuh No.37,Tabanan Regency,,,https://www.google.com/maps/search/?api1&queryWarung%20Mang%20Joes&query_place_idChIJAQZXcCs70i0RCSFL40G_l-M,Breakfast restaurant,False,False,False,False,False,False,False,0,Rendah,0,0,1,3
Warung Rahayu,5.0,1,jalan pulau ceningan,Tabanan Regency,,+62 878-6265-5512,https://www.google.com/maps/search/?api1&queryWarung%20Rahayu&query_place_idChIJZSUBYUQ70i0RJbSlXRore7Q,Breakfast restaurant,True,False,False,False,False,False,True,2,Sedang,0,1,0,2
Ayam Bakar Wong Jowo “Elvira”,5.0,2,Jl. Yeh Gangga I No.18,Tabanan Regency,,,https://www.google.com/maps/search/?api1&queryAyam%20Bakar%20Wong%20Jowo%20%E2%80%9CElvira%E2%80%9D&query_place_idChIJMzfWVQA70i0RuSKwaHEFv5c,Brunch restaurant,False,False,False,False,False,True,True,2,Sedang,0,0,1,3
Ayoora Juice House,5.0,1,"W42C+H37, Gg. Kelinci",Buleleng Regency,,,https://www.google.com/maps/search/?api1&queryAyoora%20Juice%20House&query_place_idChIJW8CPN0qR0S0RleIxQ_TdIkw,Brunch restaurant,True,False,False,False,False,False,False,1,Rendah,0,0,1,3
BKC AllStar,5.0,3,"C4XF+G48, Jl. Mawar",Tabanan Regency,,,https://www.google.com/maps/search/?api1&queryBKC%20AllStar&query_place_idChIJnUyia3o70i0R90Xt1f8Fs80,Brunch restaurant,False,False,False,False,False,False,False,0,Rendah,0,0,1,3
BnTea Cullinary,5.0,4,"V4J6+45Q, Jl. Pulau Menjangan",Buleleng Regency,,+62 819-1087-6969,https://www.google.com/maps/search/?api1&queryBnTea%20Cullinary&query_place_idChIJ3z7VSwCR0S0RjS7h8wCO8Wo,Brunch restaurant,False,False,False,False,False,False,True,1,Rendah,0,1,0,2
D’Mentaime,5.0,5,Jl. Pulau Buton Gang Kelapa Muda Gang A No.1,Buleleng Regency,,,https://www.google.com/maps/search/?api1&queryD%E2%80%99Mentaime&query_place_idChIJA_PFDQCR0S0RpBLcqIymPrg,Brunch restaurant,False,False,False,False,False,False,True,1,Rendah,0,0,1,3
Dapoer Kubu,5.0,2,V48G+WCP,Buleleng Regency,,+62 817-0323-5067,https://www.google.com/maps/search/?api1&queryDapoer%20Kubu&query_place_idChIJLW8pUgCR0S0RnxSqDCvNY6s,Brunch restaurant,False,False,True,False,False,False,True,2,Sedang,0,1,0,2
Dapur melati,5.0,1,W437+62R,Buleleng Regency,,+62 859-5922-9093,https://www.google.com/maps/search/?api1&queryDapur%20melati&query_place_idChIJoxkKHACR0S0RBVwMMkCv3d4,Brunch restaurant,False,False,False,False,False,False,False,0,Rendah,0,1,0,2
Gado Gado Ketoprak Bu Desak,5.0,5,"V39W+WWR, BTN Liligundi Permai, Jl. Tambora",Buleleng Regency,,+62 819-3649-8353,https://www.google.com/maps/search/?api1&queryGado%20Gado%20Ketoprak%20Bu%20Desak&query_place_idChIJ-2f29vuR0S0R1ptX_Hz4hVk,Brunch restaurant,False,False,False,False,False,False,False,0,Rendah,0,1,0,2
KANTIN LOBONG DAN LUMBUNG HIDROPONIK,5.0,13,Gg. Lely No.12,Buleleng Regency,,+62 878-6203-8306,https://www.google.com/maps/search/?api1&queryKANTIN%20LOBONG%20DAN%20LUMBUNG%20HIDROPONIK&query_place_idChIJg7d9NPWb0S0R8wV73bs9xqM,Brunch restaurant,False,False,False,False,False,False,False,0,Rendah,0,1,0,2
Kedai Bagoes,5.0,1,Dalam Pasar Jl. Terminal Pesiapan No.51,Tabanan Regency,,+62 819-9971-0100,https://www.google.com/maps/search/?api1&queryKedai%20Bagoes&query_place_idChIJmzMFJ5Y70i0RoAYoycf1TtA,Brunch restaurant,True,False,True,False,False,False,True,3,Sedang,0,1,0,2
MASAKAN PADANG AMAEME asli minang kabau (tersedia sate dan sarapan pagi),5.0,1,"The Royal Griya Loka, Blk. K",Tabanan Regency,,+62 895-3962-77717,https://www.google.com/maps/search/?api1&queryMASAKAN%20PADANG%20AMAEME%20asli%20minang%20kabau%20(tersedia%20sate%20dan%20sarapan%20pagi)&query_place_idChIJc1QidwA70i0R9eAdQwPlhP8,Brunch restaurant,False,False,False,False,False,False,False,0,Rendah,0,1,0,2
Nasi Kuning Bu Agus,5.0,3,Jl. Pd. Indah No.18X,Tabanan Regency,,+62 821-4700-0222,https://www.google.com/maps/search/?api1&queryNasi%20Kuning%20Bu%20Agus&query_place_idChIJEWOfcEM60i0RbpICPkc1pxg,Brunch restaurant,False,False,False,False,False,False,False,0,Rendah,0,1,0,2
Pura-Pura Jualan,5.0,2,"V397+R2H, Jl. A. Yani",Buleleng Regency,,+62 831-4782-1966,https://www.google.com/maps/search/?api1&queryPura-Pura%20Jualan&query_place_idChIJ-Ta6RQCb0S0R82ge2FfknxU,Brunch restaurant,False,False,False,False,False,False,False,0,Rendah,0,1,0,2
Sate Babi Nang Oman,5.0,2,Jl. Parkit,Tabanan Regency,https://www.instagram.com/nangomankitchen?igshbHN0Ymt1b2xraTRz,+62 819-9963-3126,https://www.google.com/maps/search/?api1&querySate%20Babi%20Nang%20Oman&query_place_idChIJY9rmDwA70i0RIP3V2FNhYYQ,Brunch restaurant,True,False,False,False,False,False,True,2,Sedang,1,1,2,1
Warung AYU MESARI,5.0,1,R4W6+794,Buleleng Regency,,,https://www.google.com/maps/search/?api1&queryWarung%20AYU%20MESARI&query_place_idChIJISI2BwCR0S0RqAD-wzz80UY,Brunch restaurant,True,False,False,False,False,False,False,1,Rendah,0,0,1,3
Warung Bu Desy,5.0,1,"V3FQ+CQP, Jl. Gn. Rinjani",Buleleng Regency,,+62 813-5318-6247,https://www.google.com/maps/search/?api1&queryWarung%20Bu%20Desy&query_place_idChIJxbTTvxyb0S0RjXROesvEvA4,Brunch restaurant,False,False,False,False,False,False,True,1,Rendah,0,1,0,2
