title,totalScore,reviewsCount,street,city,website,phone,url,Instagram,Tiktok,Facebook,YouTube,jumlah_sosmed,kategori,has_website,has_phone,cluster,tier
WisataKeBali,0,0,Jl. Gn. Bromo Gg. XI No.23,Kota Denpasar,https://www.wisatakebali.co.id/,+62 361 488208,https://www.google.com/maps/search/?api=1&query=WisataKeBali&query_place_id=ChIJHw_fvLFA0i0Rg5Ye6wMlfFw,TRUE,TRUE,TRUE,TRUE,4,Sangat tinggi,1,1,6,5
TRIVATE,5,6,Jl. Tukad Buana I PERUMAHAN No.18,Kota Denpasar,,+62 812-3686-3956,https://www.google.com/maps/search/?api=1&query=TRIVATE&query_place_id=ChIJbSHLGRw50i0R3KSBZI6H63M,TRUE,FALSE,TRUE,TRUE,3,Sangat tinggi,0,1,2,4
Agen Gunung Harta Jl Raya Kapal,4.8,38,"Pertokoan Jhiovani, GUNUNG HARTA KAPAL, Jl. Raya Kapal No.2",Kabupaten Badung,http://wa.me/6281338711199,+62 813-3871-1199,https://www.google.com/maps/search/?api=1&query=Agen%20Gunung%20Harta%20Jl%20Raya%20Kapal&query_place_id=ChIJN22eLVxsWyARiqoMwL1sUl0,TRUE,TRUE,TRUE,TRUE,4,Sangat tinggi,1,1,1,1
Bali Nugraha Tour & travel,5,1,,,,+62 819-4630-3532,https://www.google.com/maps/search/?api=1&query=Bali%20Nugraha%20Tour%20%26%20travel&query_place_id=ChIJ3ZCGSP647SMR-ApTuwDdX_E,TRUE,FALSE,TRUE,FALSE,2,Tinggi,0,1,2,4
Yacht Charter Bali Indonesia,5,2,Jl. Kemuning No.7,Kabupaten Badung,https://outbornwatercraft.com/,+32 488 92 02 65,https://www.google.com/maps/search/?api=1&query=Yacht%20Charter%20Bali%20Indonesia&query_place_id=ChIJYdf4frhc0i0R4sHGtfq9iaA,TRUE,FALSE,TRUE,TRUE,3,Sangat tinggi,1,1,1,1
Bali Paragliding Tours,4.4,170,Jl. Gunung Payung Jl. Raya Nusa Dua Selatan,Kabupaten Badung,https://baliparaglidingtours.com/,+62 852-3704-1667,https://www.google.com/maps/search/?api=1&query=Bali%20Paragliding%20Tours&query_place_id=ChIJL4Nyp6Fc0i0R60YldMJ7sVs,TRUE,TRUE,TRUE,TRUE,4,Sangat tinggi,1,1,1,1
Balicopter - Helicopter Tour And Transfer,4.8,663,Jl. Raya Nusa Dua Selatan,Kabupaten Badung,http://www.balicopter.com/,+62 811-3007-5555,https://www.google.com/maps/search/?api=1&query=Balicopter%20-%20Helicopter%20Tour%20And%20Transfer&query_place_id=ChIJl7CwtWBd0i0R1mecnRs_O3A,TRUE,TRUE,TRUE,TRUE,4,Sangat tinggi,1,1,1,1
Nusa dua Selatan,0,0,"Balicopter - Helicopter Tour And Transfer, Jl. Raya Nusa Dua Selatan",Kabupaten Badung,,,https://www.google.com/maps/search/?api=1&query=Nusa%20dua%20Selatan&query_place_id=ChIJv4akIgBd0i0RfEi2i3deggU,TRUE,FALSE,TRUE,FALSE,2,Tinggi,0,0,0,7
FUN FLY PARAGLIDING,5,444,,Kabupaten Badung,https://fun-fly.id/,,https://www.google.com/maps/search/?api=1&query=FUN%20FLY%20PARAGLIDING&query_place_id=ChIJ870hNa-rlgYREP24I67YJQI,TRUE,FALSE,TRUE,TRUE,3,Sangat tinggi,1,0,5,2
Nusa Dua Bali Tours & Travel PT,4.5,34,Jl. Bypass Ngurah Rai No.300b,Kabupaten Badung,,+62 361 751223,https://www.google.com/maps/search/?api=1&query=Nusa%20Dua%20Bali%20Tours%20%26%20Travel%20PT&query_place_id=ChIJ51kT-nJB0i0RC3oGbPZYQDA,TRUE,FALSE,TRUE,FALSE,2,Tinggi,0,1,2,4
Black Pearl Boat Trip,4.6,40,K_Land Beach Pantai Kelan,Kabupaten Badung,,+62 813-3721-5879,https://www.google.com/maps/search/?api=1&query=Black%20Pearl%20Boat%20Trip&query_place_id=ChIJKWopyf9F0i0RgzZp94OLGpQ,TRUE,TRUE,TRUE,FALSE,3,Sangat tinggi,0,1,2,4
Bali Wisata Tour,5,2,kaja Jl. Werkudara No.526,Kabupaten Badung,,+62 813-3359-8852,https://www.google.com/maps/search/?api=1&query=Bali%20Wisata%20Tour&query_place_id=ChIJlyIsqVhH0i0RtJPcTY_u-No,TRUE,FALSE,TRUE,FALSE,2,Tinggi,0,1,2,4
Bali Tour Addict (BTA) Tour& Travel,4.9,41,Jl. Werkudara Kaja No.526,Kabupaten Badung,,+62 887-3081-975,https://www.google.com/maps/search/?api=1&query=Bali%20Tour%20Addict%20(BTA)%20Tour%26%20Travel&query_place_id=ChIJy3aenJtH0i0R86eGJNa58DQ,TRUE,FALSE,TRUE,TRUE,3,Sangat tinggi,0,1,2,4
Ketut Four Transport,4.7,7,Jl. Nakula No.108B,Kabupaten Badung,,+62 812-3834-770,https://www.google.com/maps/search/?api=1&query=Ketut%20Four%20Transport&query_place_id=ChIJV_lfGdxG0i0RItMxWRAoQfs,TRUE,FALSE,TRUE,FALSE,2,Tinggi,0,1,2,4
Yogi Wicana Tour & Driver Bali,5,3,Jl. Werkudara Jl. Raya Legian No.36A,Kabupaten Badung,,+62 813-3898-1323,https://www.google.com/maps/search/?api=1&query=Yogi%20Wicana%20Tour%20%26%20Driver%20Bali&query_place_id=ChIJ92j_3dVH0i0R2KMYnwtQYko,TRUE,TRUE,TRUE,TRUE,4,Sangat tinggi,0,1,2,4
Deddy's Bali Tour,5,10,Jl. Padma Utara No.77A,Kabupaten Badung,http://www.deddysbalitour.com/,+62 819-4440-4999,https://www.google.com/maps/search/?api=1&query=Deddy's%20Bali%20Tour&query_place_id=ChIJ1U6S9I1H0i0R8S58TQvFfRo,TRUE,TRUE,TRUE,TRUE,4,Sangat tinggi,1,1,1,1
SBW (SARI BUNGA WANGI) Bali Tours,4.9,17,Jl. Padma Utara No.100X,Kabupaten Badung,,+62 812-3617-435,https://www.google.com/maps/search/?api=1&query=SBW%20(SARI%20BUNGA%20WANGI)%20Bali%20Tours&query_place_id=ChIJ-VhHJt1G0i0RgASNozIHxwM,TRUE,FALSE,TRUE,FALSE,2,Tinggi,0,1,2,4
Arta Bali Tour Guide & Transport Service car rental,5,1,Jl. Padma Utara No.5,Kabupaten Badung,,+62 812-3816-7017,https://www.google.com/maps/search/?api=1&query=Arta%20Bali%20Tour%20Guide%20%26%20Transport%20Service%20car%20rental&query_place_id=ChIJ1-oW83xH0i0R9u1e_V3izxM,TRUE,FALSE,TRUE,TRUE,3,Sangat tinggi,0,1,2,4
ELITE BALI TOUR,0,0,Jl. Raya Legian No.456,Kabupaten Badung,,+62 857-3974-8992,https://www.google.com/maps/search/?api=1&query=ELITE%20BALI%20TOUR&query_place_id=ChIJWQsVp01H0i0ReqYQEudHGik,TRUE,TRUE,TRUE,FALSE,3,Sangat tinggi,0,1,3,6
Gusti Bali Tour Service dan Transport,0,0,"Banjar Segara Kuta, Jl. Segara Merta Gg. Teratai III No.26",Kabupaten Badung,,+62 821-4522-2082,https://www.google.com/maps/search/?api=1&query=Gusti%20Bali%20Tour%20Service%20dan%20Transport&query_place_id=ChIJMyiw8etF0i0RSragkvMnwqw,TRUE,FALSE,TRUE,TRUE,3,Sangat tinggi,0,1,3,6
Arenata Rental & Tours - sewa motor mobil Bali,5,7,Jl. Wana Segara Gg. Jepun I No.4,Kabupaten Badung,https://www.arenatatravelbali.com/,+62 813-3714-4251,https://www.google.com/maps/search/?api=1&query=Arenata%20Rental%20%26%20Tours%20-%20sewa%20motor%20mobil%20Bali&query_place_id=ChIJTR1KT8FH0i0RPMR61Wg8mGc,TRUE,FALSE,TRUE,FALSE,2,Tinggi,1,1,4,3
SIGMA Tour,5,2,Perumahan Kartika Village 90X/22 Kuta,Kabupaten Badung,,+62 812-3684-6312,https://www.google.com/maps/search/?api=1&query=SIGMA%20Tour&query_place_id=ChIJ0a55FYhH0i0RUYa-ENaYxKk,TRUE,TRUE,TRUE,FALSE,3,Sangat tinggi,0,1,2,4
SARWONADHI TRANS,3.3,86,Jl. Pulau Bawean No.6,Kabupaten Tabanan,,+62 851-0178-6788,https://www.google.com/maps/search/?api=1&query=SARWONADHI%20TRANS&query_place_id=ChIJN1BzrTU60i0Re6P_fGSSF1s,TRUE,TRUE,TRUE,FALSE,3,Sangat tinggi,0,1,2,4
Your Private Bali Tour Driver,0,0,Jl. Tangga Yuda,Kabupaten Badung,,+62 813-3931-2625,https://www.google.com/maps/search/?api=1&query=Your%20Private%20Bali%20Tour%20Driver&query_place_id=ChIJjaaZW1c90i0R4EFZ_LDIWJg,TRUE,FALSE,TRUE,FALSE,2,Tinggi,0,1,3,6
Hire Your Bali Driver,5,169,Jl. Raya Sayan Gg. Cahaya No.56,Kabupaten Gianyar,http://www.hireyourbalidriver.com/,+62 812-3738-3710,https://www.google.com/maps/search/?api=1&query=Hire%20Your%20Bali%20Driver&query_place_id=ChIJkVL7dd490i0RIOnGy16ayMU,TRUE,TRUE,TRUE,TRUE,4,Sangat tinggi,1,1,1,1
Bali Private Tour and Driver,5,13,"Br, Jl. Tanggayuda",Kabupaten Badung,,+62 813-3931-2625,https://www.google.com/maps/search/?api=1&query=Bali%20Private%20Tour%20and%20Driver&query_place_id=ChIJ4e4JjgpF0i0RvM4zNBl6lzQ,FALSE,FALSE,TRUE,FALSE,1,Sedang,0,1,2,4
BALI JOY TOURS & TRAVEL,5,11,Jl. Raya Sayan No.26,Kabupaten Gianyar,,+62 812-3690-0844,https://www.google.com/maps/search/?api=1&query=BALI%20JOY%20TOURS%20%26%20TRAVEL&query_place_id=ChIJlcjjuTI90i0RY_Ln6CbTD3g,TRUE,TRUE,TRUE,FALSE,3,Sangat tinggi,0,1,2,4
Ubud ATV Quad Bali | Biggest Waterfall | Unique Long Dark Tunnel,4.8,183,Gg. Tapan No.1,Kabupaten Gianyar,https://www.ubudatv.id/,+62 822-3780-6199,https://www.google.com/maps/search/?api=1&query=Ubud%20ATV%20Quad%20Bali%20%7C%20Biggest%20Waterfall%20%7C%20Unique%20Long%20Dark%20Tunnel&query_place_id=ChIJCWbfmcA90i0RadQDMkCCN8I,TRUE,TRUE,FALSE,FALSE,2,Tinggi,1,1,4,3
Bali transport community,5,9,Banjar dauh labak,Kabupaten Gianyar,,+62 822-3635-5756,https://www.google.com/maps/search/?api=1&query=Bali%20transport%20community&query_place_id=ChIJ3z_bbLw90i0RVgDH0LOIWzs,TRUE,TRUE,TRUE,FALSE,3,Sangat tinggi,0,1,2,4
Rent car and scooter ubud by bangkoks,5,112,Jl. Raya Demayu,Kabupaten Gianyar,,+62 823-4098-5732,https://www.google.com/maps/search/?api=1&query=Rent%20car%20and%20scooter%20ubud%20by%20bangkoks&query_place_id=ChIJsb46kfQ90i0RdXMqmfs0PNM,FALSE,FALSE,FALSE,FALSE,0,Rendah,0,1,2,4
CANDI TEBING SARI TRANSPORT TOUR & TOURIST SERVICE,2,1,"F772+HWM, Jl. Jukut Paku",Kabupaten Gianyar,,+62 822-3636-3180,https://www.google.com/maps/search/?api=1&query=CANDI%20TEBING%20SARI%20TRANSPORT%20TOUR%20%26%20TOURIST%20SERVICE&query_place_id=ChIJ90HnM7s90i0RqaSQaE_5At4,TRUE,FALSE,TRUE,FALSE,2,Tinggi,0,1,3,6
Bali Sari Trans,4.9,44,Jalan Pandawa No.1,Kabupaten Gianyar,http://hiace-bali.com/,+62 878-6147-4933,https://www.google.com/maps/search/?api=1&query=Bali%20Sari%20Trans&query_place_id=ChIJiQVtBwA90i0RQtB2tNbN_p4,TRUE,TRUE,TRUE,FALSE,3,Sangat tinggi,1,1,1,1
The Authentic Bali,5,3,The Authentic Bali,Kabupaten Gianyar,,+62 878-6119-4563,https://www.google.com/maps/search/?api=1&query=The%20Authentic%20Bali&query_place_id=ChIJdzzq_gUj0i0RtAUtVNbwR_M,TRUE,FALSE,TRUE,TRUE,3,Sangat tinggi,0,1,2,4
Bali ATV Ride Adventure Bookings,5,5,Br. Bangkiangsidem,Kabupaten Gianyar,https://atvridebali.id,+62 813-5327-3663,https://www.google.com/maps/search/?api=1&query=Bali%20ATV%20Ride%20Adventure%20Bookings&query_place_id=ChIJMzJ8-xEj0i0RoDSlNMJ23mc,FALSE,FALSE,TRUE,TRUE,2,Tinggi,1,1,4,3
Mason Adventure Rafting,4.4,335,Jl. Raya Kedewatan No.II,Kabupaten Gianyar,https://www.masonadventures.com/white-water-rafting/,+62 361 721480,https://www.google.com/maps/search/?api=1&query=Mason%20Adventure%20Rafting&query_place_id=ChIJnxi9uLQj0i0RlZ1u4E3jCrw,TRUE,TRUE,TRUE,TRUE,4,Sangat tinggi,1,1,1,1
On My Way to Bali,3.8,21,Jl. Raya Kedewatan No.26,Kabupaten Gianyar,,+55 41 98775-0427,https://www.google.com/maps/search/?api=1&query=On%20My%20Way%20to%20Bali&query_place_id=ChIJ5zCB9GEj0i0RqDRvZIhqyLg,TRUE,FALSE,TRUE,FALSE,2,Tinggi,0,1,2,4
"Bali Tubing, Rafting, Atv Tour",4.8,82,"G67X+GXR, Jl. Raya Lungsiakan",Kabupaten Gianyar,https://tripsbali.com/activities/bali-adventure/,+62 822-6955-0202,https://www.google.com/maps/search/?api=1&query=Bali%20Tubing%2C%20Rafting%2C%20Atv%20Tour&query_place_id=ChIJpyCp_EM90i0ReEXUYhia7eQ,TRUE,FALSE,TRUE,TRUE,3,Sangat tinggi,1,1,1,1
BALI TOUR GUIDE,4.5,2,"G733+JFW, Jl. Raya Ubud",Kabupaten Gianyar,http://www.balitrekkingtour.com/,+62 361 8720838,https://www.google.com/maps/search/?api=1&query=BALI%20TOUR%20GUIDE&query_place_id=ChIJWdg_Bjo90i0RIhISnYPSJeQ,TRUE,FALSE,TRUE,FALSE,2,Tinggi,1,1,4,3
Nata Ubud Landscape and Tour,1,1,Jl. Raya Sanggingan No.44,Kabupaten Gianyar,,+62 822-3761-3270,https://www.google.com/maps/search/?api=1&query=Nata%20Ubud%20Landscape%20and%20Tour&query_place_id=ChIJgyuwuVQ90i0ReqKANWr926c,TRUE,FALSE,TRUE,FALSE,2,Tinggi,0,1,3,6
Ubud Bisma Tourist Information,5,1,F7M5+J7R,Kabupaten Gianyar,,+62 878-6017-8448,https://www.google.com/maps/search/?api=1&query=Ubud%20Bisma%20Tourist%20Information&query_place_id=ChIJ0fQeGIE90i0R3w_xGSNqYT0,TRUE,TRUE,TRUE,FALSE,3,Sangat tinggi,0,1,2,4
Private Bali Tour Driver - Komang Agus Diantara,5,1,Jl. Monkey Forest,Kabupaten Gianyar,,+62 812-3656-852,https://www.google.com/maps/search/?api=1&query=Private%20Bali%20Tour%20Driver%20-%20Komang%20Agus%20Diantara&query_place_id=ChIJsVO9Ug090i0Rtnm-OjWpEF8,TRUE,TRUE,TRUE,TRUE,4,Sangat tinggi,0,1,2,4
Bali Sidhi Tour,5,1,Jalan Wenara Wana,Kabupaten Gianyar,,+62 812-3983-348,https://www.google.com/maps/search/?api=1&query=Bali%20Sidhi%20Tour&query_place_id=ChIJY4ptUW090i0RsK_Pp6PiNcM,FALSE,FALSE,TRUE,FALSE,1,Sedang,0,1,2,4
Ubud Bali Driver and Tour Information,3,1,Jalan Raya Jl. Monkey Forest,Kabupaten Gianyar,http://komangbalidriver.blogspot.com/,+62 819-9914-0147,https://www.google.com/maps/search/?api=1&query=Ubud%20Bali%20Driver%20and%20Tour%20Information&query_place_id=ChIJf5mmhsc_0i0R0E1I_wjrboA,TRUE,FALSE,TRUE,FALSE,2,Tinggi,1,1,4,3
Anila Lane Tourist Information Service,4.7,20,"F7M7+88M, Gg. Anila",Kabupaten Gianyar,,,https://www.google.com/maps/search/?api=1&query=Anila%20Lane%20Tourist%20Information%20Service&query_place_id=ChIJIycgXnI90i0Rl0517iiy6gQ,TRUE,FALSE,TRUE,FALSE,2,Tinggi,0,0,5,2
Nyoman Taxi Driver Bali,0,0,Jl. Raya Pengosekan Ubud,Kabupaten Gianyar,,+62 896-4315-4210,https://www.google.com/maps/search/?api=1&query=Nyoman%20Taxi%20Driver%20Bali&query_place_id=ChIJLWanPDs90i0RphBpRZwhuCY,TRUE,TRUE,TRUE,TRUE,4,Sangat tinggi,0,1,3,6
Cantika Ubud Cycling Tours,5,5,Banjar Pengosekan Kelod,Kabupaten Gianyar,https://cantikaubudcycling.com/,+62 851-1928-5103,https://www.google.com/maps/search/?api=1&query=Cantika%20Ubud%20Cycling%20Tours&query_place_id=ChIJEY5cWrM90i0RbYbN_7SNDdQ,TRUE,FALSE,TRUE,TRUE,3,Sangat tinggi,1,1,1,1
Unique bali tours,5,38,Jl. Raya Pengosekan Ubud,Kabupaten Gianyar,http://www.budibalidriver.com/,+62 878-6200-4605,https://www.google.com/maps/search/?api=1&query=Unique%20bali%20tours&query_place_id=ChIJNUU5H9g90i0R-2AgtdWTJcM,FALSE,FALSE,TRUE,TRUE,2,Tinggi,1,1,4,3
SBN trans - tour & travel,5,5,Jl. Tambak Sari No.21,Kabupaten Badung,https://wa.me/rentalbali,+62 878-5517-2300,https://www.google.com/maps/search/?api=1&query=SBN%20trans%20-%20tour%20%26%20travel&query_place_id=ChIJJymbJlRF0i0Rzr0S8HLrwdY,TRUE,FALSE,TRUE,TRUE,3,Sangat tinggi,1,1,1,1
The Kayun Trans Bali Travel (Bali Driver),5,3,Jl. Telaga Ayu No.6,Denpasar,https://thekayuntransbalitravel.com/,+62 812-4682-9006,https://www.google.com/maps/search/?api=1&query=The%20Kayun%20Trans%20Bali%20Travel%20(Bali%20Driver)&query_place_id=ChIJpTHPQVxF0i0RfkGTM0p1bCM,FALSE,FALSE,TRUE,TRUE,2,Tinggi,1,1,4,3
Travely Indonesia - Paket Tour Bali - Rental Mobil di Bali,5,47,Jl. Raya Pemogan No.168,Kota Denpasar,http://www.travely.co.id/,+62 819-9993-3414,https://www.google.com/maps/search/?api=1&query=Travely%20Indonesia%20-%20Paket%20Tour%20Bali%20-%20Rental%20Mobil%20di%20Bali&query_place_id=ChIJjd7O5sxB0i0RjKl9lMRyN9w,TRUE,TRUE,TRUE,TRUE,4,Sangat tinggi,1,1,1,1
PT Cendrawasih Ceria Int Tours & Travel,4.3,21,Jl. Bypass Ngurah Rai,Kabupaten Badung,http://www.cci-travel.com/,+62 361 755666,https://www.google.com/maps/search/?api=1&query=PT%20Cendrawasih%20Ceria%20Int%20Tours%20%26%20Travel&query_place_id=ChIJbRL0Uw9E0i0RQo3gbstjapM,TRUE,FALSE,TRUE,FALSE,2,Tinggi,1,1,4,3
Bali Ubud Tour,4.9,79,Jl. Suweta No.50,Kabupaten Gianyar,http://www.baliubudtour.com/,+62 878-6209-4770,https://www.google.com/maps/search/?api=1&query=Bali%20Ubud%20Tour&query_place_id=ChIJRSEyhEY90i0RXl9_0Cgy2E0,TRUE,FALSE,TRUE,FALSE,2,Tinggi,1,1,4,3
Mount Batur Trekking Agency,4.9,93,Jl. Suweta,Kabupaten Gianyar,https://privatebalitours.com/mount-batur-sunrise-trekking-experience/,+62 878-6037-7327,https://www.google.com/maps/search/?api=1&query=Mount%20Batur%20Trekking%20Agency&query_place_id=ChIJ9-0YRVI_0i0RxmzRC5Ujcj0,TRUE,TRUE,TRUE,TRUE,4,Sangat tinggi,1,1,1,1
BALI PRIVATE DRIVER (Bali Wonderful Tours),5,35,Jl. Kajeng No.24,Kabupaten Gianyar,http://www.batcabtourbali.blogspot.com/,+62 812-3797-9504,https://www.google.com/maps/search/?api=1&query=BALI%20PRIVATE%20DRIVER%20(Bali%20Wonderful%20Tours)&query_place_id=ChIJZyTU6UY90i0RSvnOfTbsiNY,TRUE,TRUE,TRUE,TRUE,4,Sangat tinggi,1,1,1,1
Suka Bali Tours,5,4,Jl. Suweta No.31,Kabupaten Gianyar,,+62 821-4568-9955,https://www.google.com/maps/search/?api=1&query=Suka%20Bali%20Tours&query_place_id=ChIJI40Rp0E90i0RMQnRdpfqZ1I,TRUE,FALSE,TRUE,TRUE,3,Sangat tinggi,0,1,2,4
Bali taur nirwana,0,0,,,https://www.getyourguide.com/ubud-l32246/ubudsacred-monkey-forestrice-terracetemple-waterfall-t860012/?utm_source=getyourguide&utm_medium=sharing&utm_campaign=activity_details,+62 812-3761-1531,https://www.google.com/maps/search/?api=1&query=Bali%20taur%20nirwana&query_place_id=ChIJ3bqEVbjn30IRtB_GPtdba6M,TRUE,TRUE,TRUE,FALSE,3,Sangat tinggi,1,1,6,5
Dwipabali tours,0,0,Jl. Cok Gede Rai No.24,Kabupaten Gianyar,,+62 822-3709-6699,https://www.google.com/maps/search/?api=1&query=Dwipabali%20tours&query_place_id=ChIJ744iMsc90i0R7S2UbyWGv1Y,TRUE,TRUE,TRUE,FALSE,3,Sangat tinggi,0,1,3,6
Bali Savaya Tours,5,6,"Jalan Hanuman.10, Jl. Hanoman No.10",Kabupaten Gianyar,http://www.balisavayatours.com/,+62 812-3961-6952,https://www.google.com/maps/search/?api=1&query=Bali%20Savaya%20Tours&query_place_id=ChIJI3rZ3lc60i0R7A7heOYabzw,TRUE,TRUE,TRUE,TRUE,4,Sangat tinggi,1,1,1,1
Rent Scooter & Tour Balista,0,0,Jl. Bisma,Kabupaten Gianyar,https://www.balistabali.com/,+62 821-4450-4631,https://www.google.com/maps/search/?api=1&query=Rent%20Scooter%20%26%20Tour%20Balista&query_place_id=ChIJN_4aBxo_0i0RJX-JV3uixoA,TRUE,TRUE,FALSE,FALSE,2,Tinggi,1,1,6,5
Bali Waterfall Tour,0,0,"F7P7+3J8, Jl. Hanoman",Kabupaten Gianyar,,,https://www.google.com/maps/search/?api=1&query=Bali%20Waterfall%20Tour&query_place_id=ChIJYbC9B35A0i0Rc9dk6lepYKI,TRUE,FALSE,TRUE,FALSE,2,Tinggi,0,0,0,7
Bali Guide Francophone,3.7,3,,Kabupaten Gianyar,,,https://www.google.com/maps/search/?api=1&query=Bali%20Guide%20Francophone&query_place_id=ChIJt-4p8Xc90i0RF4vMoBdoM_E,TRUE,TRUE,TRUE,TRUE,4,Sangat tinggi,0,0,5,2
Bali Tour Driver Ubud - Nagiku,5,74,"Jalan Rayan, Nagi, Jl. Raya Andong Banjar Laplapan",Kabupaten Gianyar,https://www.linktr.ee/nagiku,,https://www.google.com/maps/search/?api=1&query=Bali%20Tour%20Driver%20Ubud%20-%20Nagiku&query_place_id=ChIJT5AZOFI90i0RdNBv9ZKko_g,TRUE,FALSE,TRUE,FALSE,2,Tinggi,1,0,5,2
Gangga Tour dan Transport,5,103,Jl. Untung Surapati,Kabupaten Karangasem,,+62 852-3811-3777,https://www.google.com/maps/search/?api=1&query=Gangga%20Tour%20dan%20Transport&query_place_id=ChIJ4xQmU0YB0i0RHHhasEvldqc,TRUE,TRUE,TRUE,FALSE,3,Sangat tinggi,0,1,2,4
7 Bali Holidays,5,53,Br. Tatiapi Kelod,Kabupaten Gianyar,https://kebalitour.com/,+62 822-4703-9981,https://www.google.com/maps/search/?api=1&query=7%20Bali%20Holidays&query_place_id=ChIJI2KDTxAX0i0RV3pgKix99-0,TRUE,FALSE,TRUE,FALSE,2,Tinggi,1,1,4,3
Bali Fun Day Tour,5,4,"Br, Jl. Tatiapi Kelod",Kabupaten Gianyar,https://balifundaytour.com/,+62 822-3780-6138,https://www.google.com/maps/search/?api=1&query=Bali%20Fun%20Day%20Tour&query_place_id=ChIJIUE0v74X0i0R54N4XqEKAx4,TRUE,FALSE,TRUE,FALSE,2,Tinggi,1,1,4,3
Dewa Bike Rental,5,2,"G77M+5MJ, Jl. Raya Pejeng Kawan",Kabupaten Gianyar,https://dewarental.com/,,https://www.google.com/maps/search/?api=1&query=Dewa%20Bike%20Rental&query_place_id=ChIJp0BU91YX0i0R4m1xTQuYzUo,TRUE,FALSE,FALSE,FALSE,1,Sedang,1,0,5,2
Ubud Area Tours- Best Tour Agency in Bali,4.9,51,Pejeng kawan tatiapi kaje,Kabupaten Gianyar,http://www.ubudareatours.com/,+62 822-3797-2570,https://www.google.com/maps/search/?api=1&query=Ubud%20Area%20Tours-%20Best%20Tour%20Agency%20in%20Bali&query_place_id=ChIJrVi6jG4X0i0RlZPCFPJCyQs,TRUE,FALSE,FALSE,FALSE,1,Sedang,1,1,4,3
Dewi Rental Bali,5,43,Jl. Raya Demayu,Kabupaten Gianyar,,+62 822-1016-4464,https://www.google.com/maps/search/?api=1&query=Dewi%20Rental%20Bali&query_place_id=ChIJy0adIAA90i0RMwZcYdd-cKw,FALSE,FALSE,TRUE,FALSE,1,Sedang,0,1,2,4
Bali Natural Tours,4.5,25,2 Br. Karang Dalem,Kabupaten Badung,https://www.balinaturaltours.com/,+62 812-3796-1458,https://www.google.com/maps/search/?api=1&query=Bali%20Natural%20Tours&query_place_id=ChIJD0_JG9ci0i0R9bq7PU04ymU,TRUE,FALSE,TRUE,TRUE,3,Sangat tinggi,1,1,1,1
RMS (RENTAL MOBIL SINGARAJA)https://www.instagram.com/rms_transsingaraja/profilecard/?igsh=MWlmYXRzeTlsZWYyMA==,5,35,Blk. A,Kabupaten Buleleng,,+62 819-5302-2020,https://www.google.com/maps/search/?api=1&query=RMS%20(RENTAL%20MOBIL%20SINGARAJA)https%3A%2F%2Fwww.instagram.com%2Frms_transsingaraja%2Fprofilecard%2F%3Figsh%3DMWlmYXRzeTlsZWYyMA%3D%3D&query_place_id=ChIJ0XZMVcmb0S0R1BEGlFcA54o,TRUE,TRUE,TRUE,TRUE,4,Sangat tinggi,0,1,2,4
D'travel Bali,5,12,Jl. Sahadewa,Kabupaten Buleleng,,+62 812-8010-3771,https://www.google.com/maps/search/?api=1&query=D'travel%20Bali&query_place_id=ChIJrc2oXkhv0S0RSAp9C2v0_GQ,TRUE,TRUE,TRUE,TRUE,4,Sangat tinggi,0,1,2,4
Paon Happy Lovina Dolphin Tour,5,176,Jl. Pantai Happy,Kabupaten Buleleng,https://www.tiktok.com/@paonhappydolphin,+62 812-4621-0779,https://www.google.com/maps/search/?api=1&query=Paon%20Happy%20Lovina%20Dolphin%20Tour&query_place_id=ChIJTWSbfdGb0S0RaDwy7I_6f8c,TRUE,TRUE,TRUE,FALSE,3,Sangat tinggi,1,1,1,1
Captain Mola Mola Lovina Tour,5,2,Jl. Pantai Penimbangan,Kabupaten Buleleng,https://captainmolamola.com/,+62 813-2277-3362,https://www.google.com/maps/search/?api=1&query=Captain%20Mola%20Mola%20Lovina%20Tour&query_place_id=ChIJewf6QCeb0S0Rziz5MK_jWC4,TRUE,TRUE,TRUE,FALSE,3,Sangat tinggi,1,1,1,1
Hery Bali Tours,4.8,4,"BTN Penarungan Blok A1 No. 16, Penarukan",Kabupaten Buleleng,http://www.hery-bali.com/,+62 819-9920-8071,https://www.google.com/maps/search/?api=1&query=Hery%20Bali%20Tours&query_place_id=ChIJATAlmb2Q0S0RLwfUTdydKas,TRUE,FALSE,TRUE,FALSE,2,Tinggi,1,1,4,3
ND Rent Car Tour,4.3,8,Jl. Ngurah Rai,Kabupaten Buleleng,,+62 857-9224-1081,https://www.google.com/maps/search/?api=1&query=ND%20Rent%20Car%20Tour&query_place_id=ChIJOU7RBnWa0S0R-xna0WCqfMc,TRUE,FALSE,TRUE,FALSE,2,Tinggi,0,1,2,4
Deka Bali Tour,5,31,Jl. Dewi Sartika,Kabupaten Klungkung,http://instagram.com/deka.adnya,+62 812-3692-3338,https://www.google.com/maps/search/?api=1&query=Deka%20Bali%20Tour&query_place_id=ChIJ5QOw2pkR0i0RWKtbg-lhzXU,TRUE,TRUE,TRUE,TRUE,4,Sangat tinggi,1,1,1,1
